t,neuron
199.229,7450
199.231,5450
199.341,3900
199.342,7150
199.397,550
199.439,9000
199.484,5000
199.494,4550
199.504,850
199.519,9300
199.561,8600
199.57,2950
199.579,5100
199.773,2800
199.79,9250
199.842,1750
199.842,8250
199.857,8150
199.921,600
200.015,9750
200.282,8750
200.309,9400
200.375,8850
200.434,6600
200.674,4350
200.695,7000
200.745,100
200.852,6750
200.942,2350
200.953,1000
200.984,7650
201.026,4300
201.046,3700
201.079,1800
201.11,1100
201.252,3300
201.364,2500
201.395,5200
202.007,8350
202.302,8550
202.302,8400
202.395,5350
202.546,8800
202.992,7550
203.59,5800
205.01,8450
205.105,4400
205.276,3750
205.36,2450
205.541,200
205.615,750
205.648,7250
205.672,1450
205.904,6300
206.109,6100
206.153,7050
206.262,5150
206.285,8950
206.314,4600
206.308,9850
206.346,8200
206.379,9950
206.394,7900
206.53,9150
206.792,4650
206.955,6550
206.976,7600
207.025,1050
207.032,4950
207.032,4250
207.094,2950
207.119,1950
207.15,4150
207.263,9800
207.37,9450
207.451,550
207.443,5300
207.489,1400
207.691,1250
207.762,900
207.77,350
207.781,6450
207.782,4500
207.812,7450
207.812,6850
207.808,3100
207.858,7950
207.905,7000
207.969,650
207.974,500
208.099,6150
208.131,7850
208.146,1600
208.201,7800
208.227,2600
208.386,5650
208.488,250
208.59,800
209.326,5750
209.437,1300
209.517,6600
209.694,3050
209.794,9600
210.262,5000
210.372,1200
210.795,3400
211.054,4850
211.391,9050
211.603,8050
211.762,8400
211.871,2850
212.173,1750
212.201,8750
212.185,2200
212.269,4550
212.701,8600
212.888,3650
213.014,850
213.078,3700
213.14,5950
213.172,50
213.19,2400
213.19,7650
213.202,1000
213.227,8500
213.244,6750
213.486,5850
213.706,4800
213.766,450
213.823,7300
213.889,7200
213.969,5250
214.004,4300
214.008,4050
214.085,1700
214.131,8150
214.145,3550
214.19,6200
214.204,7600
214.19,8300
214.205,1800
214.227,200
214.288,8900
214.272,4450
214.288,5500
214.298,3900
214.334,150
214.402,4100
214.581,4200
214.615,8100
214.684,4950
214.674,8350
214.681,8000
214.733,8700
215.099,3450
215.164,3200
215.203,9100
215.216,9550
215.218,2900
215.222,3300
215.277,7750
215.434,1950
215.555,3750
